Question,User ID,Department/Region,Work Name
Q10,USR-202506-0012,International Training Centre of the ILO,Union Foresight and Youth - Young Social Dialogue Champions Academy
Q10,USR-202506-0016,"Sustainable Enterprises, Productivity and Just Transition",SIYB
Q10,USR-202506-0017,Sectoral Policies,Module on rural youth as part of the ILO-ITC MOOC on Decent Work in rural areas
Q10,USR-202506-0017,Sectoral Policies,Rural Developmen Academy
Q10,USR-202506-0017,Sectoral Policies,ILO-ITC Decent Jobs for Youth Training
Q10,USR-202506-0019,Region: Arab States,Regional Seminar under the Youth NEET programme
Q10,USR-202506-0020,Region: Asia and the Pacific,Youth Employment Promotion Project
Q10,USR-202506-0022,Region: Arab States,Capacity Building of the Cooperative Work Agency (CWA)
Q10,USR-202506-0022,Region: Arab States,Cooperative Business Plan Competition with Al-Quds University
Q10,USR-202506-0022,Region: Arab States,Integration of Think.COOP and Start.COOP in Al-Quds University Incubation Programmes
Q10,USR-202506-0022,Region: Arab States,Establishment of Childcare Cooperative with PGFTU
Q10,USR-202506-0022,Region: Arab States,Training on Marketing and Food Packaging (WFP Partnership)
Q10,USR-202506-0022,Region: Arab States,Study Tour to Italy (May 2025)
Q10,USR-202506-0025,Region: Asia and the Pacific,"South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components"
Q10,USR-202506-0025,Region: Asia and the Pacific,"South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components"
Q10,USR-202506-0025,Region: Asia and the Pacific,"South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components"
Q10,USR-202506-0025,Region: Asia and the Pacific,Promoting the Advancement of Vulnerbale Persons and Enterprises (PAVE)
Q10,USR-202506-0025,Region: Asia and the Pacific,UPLIFT Project
Q10,USR-202506-0027,Region: Asia and the Pacific,"The Gender and Entrepreneurship
Together (GET Ahead) training manual"
Q10,USR-202506-0027,Region: Asia and the Pacific,Start and Improve Your Business training
Q10,USR-202506-0027,Region: Asia and the Pacific,Financial Management and E Commerce Training
Q10,USR-202506-0028,Region: Asia and the Pacific,UBRAF (GLO/24/02/UNA)
Q10,USR-202506-0029,Region: Asia and the Pacific,Capacity building
Q10,USR-202506-0030,Region: Asia and the Pacific,Strengthening of Employment Service Centers in Nepal (SESC) Project
Q10,USR-202506-0030,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)"
Q10,USR-202506-0030,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)"
Q10,USR-202506-0030,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)"
Q10,USR-202506-0030,Region: Asia and the Pacific,"From Protocol to Practice: A Bridge to Global Action on Forced Labour 
(The Bridge Project-Phase II)"
Q10,USR-202506-0030,Region: Asia and the Pacific,A Systemic Approach to Strengthen Refugee and Host Community Livelihoods in Nepal
Q10,USR-202506-0031,Region: Asia and the Pacific,Capacity building and prioritization workshop on National Employment Policy
Q10,USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",Training on youth rights at work in Iraq
Q10,USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",Job Search Clubs in Uganda
Q10,USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",Webinar on Skills for Green Jobs for the IYD in collaboration with UNDESA
Q10,USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",Zimbabwe - NEP course CN and delivered the YE session at the NEP course
Q10,USR-202506-0042,Governance and Tripartism,ACCEL Africa II
Q10,USR-202506-0042,Governance and Tripartism,Technical Support for Enhancing the National Capacity to Prevent and Reduce Child Labour in Viet Nam (ENHANCE)
Q10,USR-202506-0042,Governance and Tripartism,Technical Support for Enhancing the National Capacity to Prevent and Reduce Child Labour in Viet Nam (ENHANCE)
Q10,USR-202506-0042,Governance and Tripartism,Technical Support for Enhancing the National Capacity to Prevent and Reduce Child Labour in Viet Nam (ENHANCE)
Q10,USR-202506-0042,Governance and Tripartism,Technical Support for Enhancing the National Capacity to Prevent and Reduce Child Labour in Viet Nam (ENHANCE)
Q11,USR-202506-0001,Region: Asia and the Pacific,Empower Youth in the Era of AI’ Thematic Forum on Digital Development of the 2024 World Youth Development Forum
Q11,USR-202506-0001,Region: Asia and the Pacific,Partnership with Hangzhou city Disabled Persons Federation  to promote inclusive employment for people with disabilities and the pratice now extends to Wenzhou city
Q11,USR-202506-0004,Region: Asia and the Pacific,Support to World Day Against Child Labor events in the Bangsamoro Autonomous Region in Muslim Mindanao (BARMM)
Q11,USR-202506-0006,Region: Arab States,Integrating Career Guidance and Employment Services within Community Development Centers (CDCs) in Akkar and North Lebanon
Q11,USR-202506-0006,Region: Arab States,Implementing JSCs in Jordan
Q11,USR-202506-0006,Region: Arab States,Promoting Work-based Learning programmes for the host communities and Syrian refugees in Jordan
Q11,USR-202506-0006,Region: Arab States,"Inclusive jobs and education for IDPs, refugees and host communities"
Q11,USR-202506-0006,Region: Arab States,Adaption of the ILO’ Youth Rights at Work Guide and Toolkit for Iraq
Q11,USR-202506-0008,Region: Europe and Central Asia,Youth Guarantee
Q11,USR-202506-0008,Region: Europe and Central Asia,Youth Guarantee
Q11,USR-202506-0008,Region: Europe and Central Asia,Youth Guarantee
Q11,USR-202506-0008,Region: Europe and Central Asia,Youth Guarantee
Q11,USR-202506-0008,Region: Europe and Central Asia,Youth Guarantee
Q11,USR-202506-0008,Region: Europe and Central Asia,Youth Guarantee
Q11,USR-202506-0009,Region: Africa,Traipartite workshop on Developing Effective and Efficient Labour Market Policies and Programmes to support Transitions
Q11,USR-202506-0015,Communication and Public Information,This Way to Social Justice Campaign
Q11,USR-202506-0015,Communication and Public Information,This Way to Social Justice Campaign
Q11,USR-202506-0015,Communication and Public Information,Global Citizen Festival
Q11,USR-202506-0015,Communication and Public Information,This Way to Social Justice Campaign
Q11,USR-202506-0015,Communication and Public Information,C190 campaign
Q11,USR-202506-0015,Communication and Public Information,Youth employment issue series on Instagram
Q11,USR-202506-0015,Communication and Public Information,Youth Employment Barometer
Q11,USR-202506-0015,Communication and Public Information,Summit of the Future section on Youth
Q11,USR-202506-0017,Sectoral Policies,Co-chair (2023-2024) of the Technical Working Group on Rural Youth Employment of the Global Donor Platform for Rural Development
Q11,USR-202506-0019,Region: Arab States,"Regional High-Level Meeting on Young People's Learning, Skilling and Transition to Decent Work"
Q11,USR-202506-0020,Region: Asia and the Pacific,"""Provincial career fairs in Kampong Cham, Battambang and Banteay Meanchey

Projects:
- ILO ProSSCE-ASEAN 
- DEYII 
- Cambodia Team for Education Program Organization
-National Employment Agency 
-People's Action for Inclusive Development (PAFID)"""
Q11,USR-202506-0020,Region: Asia and the Pacific,National Career and Productivity Fair 2024
Q11,USR-202506-0022,Region: Arab States,ILO Project: Cooperative Support Programme for Palestine (CSP-OPT)
Q11,USR-202506-0024,"Employment Policy, Job Creation and Livelihoods",Intergenerational dialogues on youth employment
Q11,USR-202506-0025,Region: Asia and the Pacific,"South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components"
Q11,USR-202506-0025,Region: Asia and the Pacific,"South Asia Leadership in Entrepreneurship (SALE), Sri Lanka components"
Q11,USR-202506-0028,Region: Asia and the Pacific,Skills Innovation Challenge Call in India
Q11,USR-202506-0030,Region: Asia and the Pacific,Strengthening of Employment Service Centers in Nepal (SESC) Project
Q11,USR-202506-0031,Region: Asia and the Pacific,Ongoing technical support to SPC and Pacific countries to develop PYDF (Pacific Youth Development Framework)
Q11,USR-202506-0032,Region: Asia and the Pacific,National Youth Development Strategy
Q11,USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",ECOSOC Youth Forum 2024
Q11,USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",Global Conference on Decent Jobs for Youth
Q11,USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",UNGA and Summit of the Future
Q11,USR-202506-0034,"Employment Policy, Job Creation and Livelihoods",ILO joined the Compact for Young People in Humanitarian Action
Q11,USR-202506-0035,Region: Asia and the Pacific,“Skills Innovation Challenge Call in India has selected and supported four non-profit organizations to pilot innovative solutions to “Upgrade Informal Apprenticeships through Digital Transformation”.
Q11,USR-202506-0035,Region: Asia and the Pacific,Public-private partnerships (e.g. Chambers / BEF / NSDA) developed to conceptualize and roll out quality apprenticeship / workplace-based learning models in key economic sectors – including informal sector
Q11,USR-202506-0036,"Employment Policy, Job Creation and Livelihoods",Green Jobs for Youth Pact
Q11,USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",YouthForesight Global Partnerships for Youth Employment Knowledge Sharing
Q11,USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",YouthForesight Global Partnerships for Youth Employment Knowledge Sharing
Q11,USR-202506-0038,Region: Latin America and the Caribbean,UN RCP LAC Youth Working Group
Q11,USR-202506-0038,Region: Latin America and the Caribbean,United Nations Interagency Youth Group in Colombia
Q11,USR-202506-0038,Region: Latin America and the Caribbean,Ideathon for Social Justice
Q11,USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",IFAD's Learning and Reflection Forum
Q11,USR-202506-0040,"Employment Policy, Job Creation and Livelihoods",MoU between the Gyeonggi Province (Korea) and the ILO
Q11,USR-202506-0043,Region: Latin America and the Caribbean,United Nations Interagency Youth Group in Brazil
Q11,USR-202506-0037,"Employment Policy, Job Creation and Livelihoods",The Global Initiative on Decent Jobs for Youth
